Attirbutes,semantic attributes,part,with_window,21318
Attirbutes,semantic attributes,part,with_flag,21319
Attirbutes,semantic attributes,part,with_oar,21320
Attirbutes,semantic attributes,part,with_sail,21321
Attirbutes,semantic attributes,part,with_rearview_mirror,21322
Attirbutes,semantic attributes,part,with_license_plate,21323
Attirbutes,semantic attributes,part,with_propeller,21324
Attirbutes,semantic attributes,part,with_saddle,21325
Attirbutes,semantic attributes,part,with_a_chair,21326
Attirbutes,semantic attributes,part,with_handle,21327
Attirbutes,semantic attributes,part,with_headlights,21328
Attirbutes,semantic attributes,part,with_sticker,21329
Attirbutes,semantic attributes,part,with_wheels,21330
Attirbutes,semantic attributes,part,with_straw,21331
Attirbutes,semantic attributes,part,branched,21332
Attirbutes,semantic attributes,part,with_tail,21333
Attirbutes,semantic attributes,part,with_flower,21334
Attirbutes,semantic attributes,part,with_armrests,21335
Attirbutes,semantic attributes,part,line_connected,21336
Attirbutes,semantic attributes,part,with_faucet,21337
Attirbutes,semantic attributes,part,with_backrest,21338
Attirbutes,semantic attributes,part,with_lid,21339
Attirbutes,semantic attributes,part,with_coaster,21340
Attirbutes,semantic attributes,part,with_button,21341
Attirbutes,semantic attributes,part,with_root,21342
Attirbutes,semantic attributes,part,with_clock_hands,21343
Attirbutes,semantic attributes,part,with_antenna,21344
Attirbutes,semantic attributes,part,with_cushions,21345
Attirbutes,semantic attributes,part,with_screen,21346
Attirbutes,semantic attributes,part,with_signage,21347
Attirbutes,semantic attributes,part,with_clouds,21348
Attirbutes,semantic attributes,part,with_chimney,21349
Attirbutes,semantic attributes,part,pillared,21350
Attirbutes,semantic attributes,part,illuminated,21351
Attirbutes,semantic attributes,part,with_rocks,21352
Attirbutes,semantic attributes,part,with_bricks,21353
Attirbutes,semantic attributes,part,with_a_terrace,21354
Attirbutes,semantic attributes,part,grassed,21355
Attirbutes,semantic attributes,part,with_a_roof,21356
Attirbutes,semantic attributes,part,with_crosswalk,21357
Attirbutes,semantic attributes,part,wave_crashing,21358
Attirbutes,semantic attributes,texture-material,metalic,21401
Attirbutes,semantic attributes,texture-material,plastic,21402
Attirbutes,semantic attributes,texture-material,wooden,21403
Attirbutes,semantic attributes,texture-material,rubber,21404
Attirbutes,semantic attributes,texture-material,fabric,21405
Attirbutes,semantic attributes,texture-material,leather,21406
Attirbutes,semantic attributes,texture-material,paper,21407
Attirbutes,semantic attributes,texture-material,glass,21408
Attirbutes,semantic attributes,texture-material,seramic,21409
Attirbutes,semantic attributes,texture-material,stone,21410
Attirbutes,semantic attributes,texture-material,concrete,21411
Attirbutes,semantic attributes,texture-status,dirty,21501
Attirbutes,semantic attributes,texture-status,colorful,21502
Attirbutes,semantic attributes,texture-status,shiny,21503
Attirbutes,semantic attributes,texture-status,solid,21504
Attirbutes,semantic attributes,texture-status,striped,21505
Attirbutes,semantic attributes,texture-status,transparent,21506
Attirbutes,semantic attributes,texture-status,smooth,21507
Attirbutes,semantic attributes,texture-status,fluffy,21508
Attirbutes,semantic attributes,texture-status,cracked,21509
Attirbutes,semantic attributes,texture-status,with_label,21510
Attirbutes,semantic attributes,texture-status,shining,21511
Attirbutes,semantic attributes,texture-status,snowy,21512
Attirbutes,semantic attributes,texture-status,with_a_hole,21513
Attirbutes,semantic attributes,texture-status,painted,21514
Attirbutes,-,geo_attribute,Side-view,22001
Attirbutes,-,geo_attribute,Front-view,22002
Attirbutes,-,geo_attribute,Rear-view,22003
Attirbutes,-,geo_attribute,Upper-view,22004
Attirbutes,-,geo_attribute,Lower-view,22005
Attirbutes,-,geo_attribute,unknown,22006
